analysisengin, uima, provid, return, licens, apach, distribut, file, asf, softwar, 
fieldfraglist, fieldphraselist, fraglistbuild, fragchars, plug, object, fragment, highlight, builder, interfac, 
tokenstream, fragment, text, originaltext, textfrag, sophist, grab, consider, held, sentenc, 
fragment, highlight, fieldfraglist, maxnumfrag, vectorhighlight, fieldnam, tag, encod, indexread, creat, 
model, bigram, suggest, ngram, trigram, token, fst, println, path, system, 
stopword, word, stop, exclus, analyz, default, set, elisionfilt, french, stem, 
frenchlightstemm, tokenfilt, french, stem, keywordattribut, setkeywordmarkerfilt, prevent, custom, tokenstream, appli, 
class=, frenchlightstemfilterfactori, solr, text_frlgtstem, elisionfilterfactori, analyzer&gt, filter, lowercasefilterfactori, standardtokenizerfactori, positionincrementgap=, 
disclaim, jacqu, follow, liabil, damag, holder, includ, stemmer, code, binari, 
frenchminimalstemm, tokenfilt, french, stem, keywordattribut, setkeywordmarkerfilt, prevent, custom, tokenstream, appli, 
class=, frenchminimalstemfilterfactori, solr, text_frminstem, frenchminimalstemfilt, elisionfilterfactori, analyzer&gt, filter, lowercasefilterfactori, standardtokenizerfactori, 
disclaim, follow, jacqu, liabil, damag, holder, includ, stemmer, code, binari, 
line, r2, 142, liter, delet, call, 147, 118, 117, 158, 
lie, term, byteshash, caller, termstat, termshashperfield, said, return, downgrad, didn, 
saw, gather, newli, pend, flush, process, field, post, delet, sort, 
doc, occur, last, freq, term, current, seen, doccod, pa, init, 
bag, slot, ring, kei, frequenc, buffer, chain, item, collis, contain, 
updat, affect, term, docupto, onc, push, field, appli, travers, hold, 
sortwithingroup, group, valuesourc, needsscor, functionallgroupheadscollector, abstractallgroupheadscollector, vscontext, mayb, head, relev, 
group, valuesourc, collector, functionallgroupscollector, groupbi, vscontext, mayb, collect, functionvalu, relev, 
group, abstractdistinctvaluescollector, mayb, distinct, don, experiment, todo, function, hold, org, 
group, groupsort, valuesourc, sort, relev, groupbyv, abstractfirstpassgroupingcollector, topngroup, mayb, top, 
myfloatfield, nan, infin, 0f, foo, valuesourc, floatlin, score, func, boost, 
getrangescor, score, functionvalu, string, arg, valuesourc, floatval, match, doc, constant, 
group, searchgroup, whether, valuesourc, functionsecondpassgroupingcollector, insid, abstractsecondpassgroupingcollector, sort, getmaxscor, fillsortfield, 
score, function, regular, assumptio, id7, debug, small, order, id, 17, 
functionvalu, mutablevalu, valuesourc, termval, function, object, valu, ordin, yield, float, 
edit, levenshteinautomata, prefix, analyz, transposit, allow, path, fuzzycompletionquery#fuzzycompletionqueri, minfuzzylength, suggest_field, 
fuzzyqueri, configur, paramet, licens, distribut, file, apach, asf, softwar, mai, 
variant, idf, df, term, fuzzi, coord, score, rank, factor, termqueri, 
fuzzylikethisqueri, builder, licens, distribut, file, apach, asf, softwar, mai, see, 
4809, misspelt, favour, strong, mi, spell, seri, exit, word, idf, 
edit, term, fuzzyqueri, distanc, maxedit, match, fuzzi, transposit, levenshtein, classic, 
fieldtextsimilar, queri, minsimilar, tupl, similar, field, fuzzyquerynod, term, posit, name, 
fuzzyquerynod, fuzzyqueri, object, build, empti, constructor, licens, distribut, file, apach, 
configurationkeys#fuzzy_config, fuzzi, fuzzyquerynod, fuzzyqueri, node, prefix, processor, length, check, queri, 
bitset, modulo, smaller, satur, set, record, size, valu, bloomsiz, number, 
edit, analyz, transposit, fuzzi, suggest, fuzzysuggest, byte, path, maxedit, lookup, 
ts, suggest, ch, println, system, %s, addattribut, analyz, synonymmap, input, 
prove, edit, rule, smaller, distanc, term, two, match, don, must, 
edit, term, enumer, dfa, boost, automata, minsimilar, enum, similar, distanc, 
analyz, stopword, stop, set, word, galician, stem, default, tokenstreamcompon, setkeywordmarkerfilt, 
tokenfilt, galicianminimalstemm, galician, stem, keywordattribut, setkeywordmarkerfilt, prevent, custom, tokenstream, appli, 
galicianminimalstemfilterfactori, class=, solr, galicianminimalstemfilt, analyzer&gt, lowercasefilterfactori, standardtokenizerfactori, filter, positionincrementgap=, fieldtype&gt, 
galician, stemmer, galego, rslp, reduct, plural, henc, step, minim, modifi, 
ción, tokenfilt, galician, stem, word, worst, keywordattribut, setkeywordmarkerfilt, stemmer, increas, 
galicianstemfilterfactori, class=, solr, text_glstem, galicianstemfilt, analyzer&gt, lowercasefilterfactori, standardtokenizerfactori, filter, positionincrementgap=, 
rslg, suffix, remov, galego, rslpstemmerbas, overs, valid, galician, accent, buffer, 
trie, reduct, optim, row, defend, infrequ, orig, remap, object, effort, 
tld, ascii, databas, jflex, macro, accept, download, iana, insensit, domain, 
luceneanalysisicusrcdatautr30, txt, nfc, map, trip, round, downloadsgener, download, nfkc, diacrit, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
planetmodel, bdv, effort, search, time, decod, append, correctli, best, pack, 
tree, cell, 3d, leaf, 1024, point, heap, lucene54docvaluesformat, disk, decod, 
hang, onto, 6697, clone, load, geo3d, merg, indexinput, concurr, lazi, 
geo3dpointfield, lat, latlon, field, illegalargumentexcept, geo3ddocvaluesformat, bound, radian, point, translat, 
conceiv, incorrectli, although, aren, shape, invalid, abl, thrown, serializeddvstrategi, go, 
shape, geo3d, spatial4j, planar, geoshap, geometri, geoarea, within, ellipsoid, sphere, 
longthin, let, conceiv, find, incorrectli, shape, although, happen, aren, nearp, 
appar, rectangl, within, visa, path, similarli, versa, polygon, think, box, 
junit4, 0011188180710464, rect, z=0, c=0, geoarea, geo3dwgs84shaperectrelationtest, path, getrelationship, asserttru, 
shape, geoarea, area, overlap, referenc, within, subshap, relationship, geoshap, bound, 
geoarea, boundari, min, right, max, latitud, planet, planetmodel, model, bound, 
angl, box, geobbox, expand, geomembershipshap, bound, amount, beyond, describ, interfac, 
err, 0math, pi+, println, system, geobbox, wide, latitud, line, degener, 
000001, assertequ, getleftlongitud, math, pi, rect, box, pi+0, datelin, cross, 
edgepoint, shape, relationship, insid, planet, model, furnish, signal, bbox, deriv, 
geobasedistanceshap, geosiz, geocircl, characterist, planet, planetmodel, model, constructor, experiment, licens, 
computedist, distanc, shape, xyz, geohash, membership, capabl, planet, planetmodel, model, 
membership, computeoutsidedist, baseclass, shape, xyz, geohash, capabl, planet, planetmodel, model, 
geobasepolygon, geopolygon, object, planet, planetmodel, model, base, constructor, experiment, class, 
planet, planetmodel, extend, model, shape, object, intern, base, constructor, licens, 
circular, radiu, area, center, describ, interfac, experiment, licens, distribut, file, 
geocircl, radiu, center, latitud, angl, circl, arbitrari, specifi, planet, planetmodel, 
bkd, discov, +xyzb, failur, asserttru, area, wgs84, p1, p2, err, 
shape, geocomposit, geomembershipshap, cach, composit, treat, unit, add, todo, list, 
geocompositepolygon, geomembershipshap, geopolygon, explicitli, implement, constructor, experiment, licens, distribut, file, 
polygon, edg, point, convex, pi, err, pi2, intersect, intern, latitud, 
sampl, outsid, point, nearbi, distanc, well, shape, within, comput, random, 
line, err, left, right, longitud, pi, println, lon, system, latitud, 
latitud, zone, endpoint, area, arbitrari, +latitude+, point, path=, total, inout, 
slice, longitud, plane, perpendicular, pole, pi, point, bound, north, escal, 
+shape, +this+, degener, err, point, shape, latitud, within, planet, baseplanetobject, 
vertic, line, err, cutoff, point, bottom, plane, corner, println, distanc, 
distanc, shape, point, comput, convent, clarifi, coordin, unit, max_valu, outsid, 
distanc, geohash, membership, capabl, shape, determin, includ, comput, point, also, 
distanc, degre, meter, haversin, point, lon, latitud, invers, coordin, comput, 
geohash, neighbor, cell, encod, lonlat, level, morton, bit, grid, coordin, 
zone, latitud, bottom, point, boundari, top, area, lat, cartesian, geobbox, 
slice, left, longitud, right, pi, extent, plane, geowidelongitudeslic, point, leftlon, 
membership, geohash, capabl, shape, determin, experiment, licens, distribut, file, apach, 
pole, spheric, north, south, blow, sure, circl, quit, plane, make, 
zone, bottom, latitud, point, boundari, area, interior, within, answer, shape, 
err, left, println, bottom, system, plane, corner, right, insid, point, 
distanc, shape, point, convent, coordin, distancestyl, comput, unit, style, geopoint, 
plane, point, circl, cutoff, path, intersect, endpoint, segment, distanc, four, 
+xyzb, +point, point, path, y+, err, x+, z=, y=, easiest, 
magnitud, point, longitud, latitud, geopoint, ellipsoid, unit, comput, sin, planetmodel, 
unwrap, haversin, radiu, distanc, morton, queri, left, latlon, subject, right, 
box, geopointtermsenum, sloppymath#haversin, distanc, geopointdistancequeri, face, bound, radiu, unnecessari, phase, 
minradiusmet, exclus, point, geopointdistancequeri, must_not, queri, geopoint, booleanclaus, org, exclud, 
geopointfield, 90, 180, store, type, name, field, doubl, decim, degre, 
box, fieldvaluequeri, geopointfield, bound, latlon, fall, boundari, queri, geoutils#toler, docvalu, 
box, bound, quad, latitud, upper, geobboxqueri, cell, geopointinbboxqueri, shape, lower, 
polygon, geopointinbboxqueryimpl, geopolygon, box, clockwis, arrai, fall, util, org, latlon, 
geopointfield, geospati, termqueri, multitermqueri, box, depend, avoid, bound, optim, term, 
constantscorewrapp, boundari, post, cut, geopoint, filter, multi, docvalu, custom, rang, 
rang, curv, cell, bound, box, shape, quad, fill, space, 001, 
geopoint, karl, 1e, ellipsoid, sphere, construct, sai, squar, convers, revers, 
geopolygon, descript, interfac, experiment, licens, distribut, file, apach, asf, softwar, 
point, polygon, edg, plane, recurs, geomembershipshap, side, list, start, construct, 
sampl, point, outsid, nearbi, +p, within, bkd, geopoint, println, random, 
enu, degre, meter, ecf, coordin, earth, east, altitud, north, rotat, 
maxlon, latlon, rect, datelin, >=, rectangl, cross, assert, repres, sinc, 
err, plane, corner, left, println, point, right, bottom, system, latitud, 
shape, bound, plane, intersect, edg, assess, geoarea, sampl, point, help, 
inscrib, radiu, area, circl, center, radii, geosiz, geocircl, shape, can, 
zone, latitud, point, area, top, center, interior, within, answer, boundari, 
err, corner, left, println, system, plane, rectangl, right, insid, longitud, 
circl, world, center, plane, cutoff, angl, membership, radiu, cover, point, 
doubl, point, ecf1, discrim, line, degre, touch, rectangl, latitudin, cross, 
cutoff, line, left, right, pi, longitud, corner, distanc, lon, latitud, 
left, right, pi, longitud, lon, shape, bound, plane, cross, horizant, 
err, insid, left, println, right, system, plane, corner, bottom, point, 
err, plane, corner, left, right, insid, println, point, system, bottom, 
err, insid, left, println, right, system, plane, corner, rectangl, pi, 
world, arbitrari, nobottomlatitudebound, total, bound, unnecessari, point, middl, planet, planetmodel, 
8x4, lat, geohash, arg, geohashutil, leaf, geohashprefixtre, opt, byte, spot, 
du, geonam, line, 3578267, header, spatialdocmak, wkt, linedocsourc, id, 17, 
line, 104, 112, liter, 31, delet, substr, 107, 118, 81, 
stopword, german, exclus, word, analyz, set, default, stem, stop, list, 
germanlightstemm, tokenfilt, stem, german, keywordattribut, setkeywordmarkerfilt, prevent, custom, tokenstream, appli, 
germanlightstemfilterfactori, class=, solr, text_delgtstem, germanlightstemfilt, analyzer&gt, lowercasefilterfactori, standardtokenizerfactori, filter, positionincrementgap=, 
disclaim, jacqu, follow, liabil, damag, holder, includ, stemmer, code, binari, 
germanminimalstemm, tokenfilt, stem, german, keywordattribut, setkeywordmarkerfilt, prevent, custom, tokenstream, appli, 
germanminimalstemfilterfactori, class=, solr, text_deminstem, germanminimalstemfilt, analyzer&gt, lowercasefilterfactori, standardtokenizerfactori, filter, positionincrementgap=, 
disclaim, follow, jacqu, liabil, damag, holder, includ, stemmer, code, binari, 
german2, replac, umlaut, ue, oe, ae, state, respect, fsm, ss, 
germannormalizationfilterfactori, class=, solr, text_denorm, germannormalizationfilt, analyzer&gt, lowercasefilterfactori, standardtokenizerfactori, filter, positionincrementgap=, 
germanstemm, stem, setkeywordmarkerfilt, alternativecustom, tokenfilt, germanstemfilt, tokenstream, stream, token, eo, 
germanstemfilterfactori, class=, solr, text_destem, germanstemfilt, analyzer&gt, lowercasefilterfactori, standardtokenizerfactori, filter, positionincrementgap=, 
line, 98, 106, liter, 37, delet, 85, 112, 101, substr, 
ivi, scope, pom, depend, modul, dep, compil, properti, xml, extern, 
tf, occurr, sum, frequenc, total, util, get, number, doc, document, 
collector, ordin, collect, specifi, match, queri, experiment, field, licens, distribut, 
foundord, getord, cost, get, ordinalscollector, todo, tofield, valu, doc, hashcod, 
arrai, becom, score, friendli, smart, huge, suppos, gc, somewhat, creation, 
getord, collector, cost, score, todo, tofield, valu, normal, hashcod, approxim, 
color, hex, idf, corpusread, score, 16, black, eg, white, integ, 
sb, arc, append, best, \n, path, output, 5\, backtrac, fill, 
stopword, greek, greeklowercasefilt, analyz, default, set, tokenstreamcompon, word, greekstemfilt, org, 
letter, capit, diaeresi, correct, accent, analysi, elimin, verifi, small, punctuat, 
tono, small, sigma, capit, dialytika, iota, eta, alpha, greek, epsilon, 
greeklowercasefilterfactori, class=, solr, text_glc, analyzer&gt, greeklowercasefilt, standardtokenizerfactori, positionincrementgap=, fieldtype&gt, textfield, 
